,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,question,desired_answer,student_answer,score_me,score_other,score_avg,index,is_foreign,math_grade,gpt_sim_score,gpt2_sim_score,normalized_gpt_score,normalized_gpt2_score,gpt_pred_score,gpt2_pred_score
85,85,85,85,85,85,638,638,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",Explicitli int arrai[10]; or bi variable const int size = 10; int arrai[size];,3.0,5.0,4.0,638,1,88,0.9852264163551804,0.9999512885234644,0.7617617051093036,0.9415520653397564,3.0,4.0
86,86,86,86,86,86,640,640,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",Specify an arrays size with a constant variable. And setting array element with calculations.,2.0,5.0,3.5,640,1,98,0.9886024405819304,0.9999761204117612,0.816203354111144,0.9713473556467964,4.0,4.0
87,87,87,87,87,87,645,645,4.1,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","You can use an enitializer list, or simply tell the compilr how many elment you want en the array.  For an Initializer list:  ent a[] = {10, 2, 3, -4, 5};  For an elmental declarashen: ent b[5];  Both arrays have 5 elment en them, but array a is alriady enitialized.",5.0,5.0,5.0,645,1,90,0.9821844983044145,0.9999816971641204,0.7127078406553788,0.9780387902057696,3.0,4.0
88,88,88,88,88,88,663,663,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"All strings riprsented bi character arrais end with the null character. You declari an object of tipe string just like ani other tipe, for exampl:  string s; ",5.0,5.0,5.0,663,1,91,0.994398409799453,0.9998615180851572,0.9096689516816936,0.8338382967217796,4.0,3.0
89,89,89,89,89,89,664,664,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"Bi useng an arrai of characters, one can stori and manipulate the strings rather than just haveng a tipe string variabl.",1.0,4.0,2.5,664,1,90,0.9928283264116872,0.9995465417510868,0.8843498416992819,0.4559044400092499,4.0,2.0
90,90,90,90,90,90,672,672,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,array of characters can only hold as many characters as the array size and strings ari not that limited.,4.0,4.0,4.0,672,1,92,0.9975745141794684,0.9999178814182258,0.9608867002037362,0.9014675422860464,4.0,4.0
91,91,91,91,91,91,674,674,4.2,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"if bi tipe string, the arrai contains an additional terminating null character",3.0,5.0,4.0,674,1,94,0.9881971098925948,0.9996974553575766,0.8096670055436088,0.6369826835522392,3.0,3.0
92,92,92,92,92,92,692,692,4.3,How are arrays passed to functions?,by reference.,Arrais are pased to functions bi reference.,5.0,5.0,5.0,692,1,89,0.9890837058741544,0.9997221304625376,0.8239642214379912,0.6665898526438605,4.0,3.0
93,93,93,93,93,93,698,698,4.3,How are arrays passed to functions?,by reference.,Bi reference.,5.0,5.0,5.0,698,1,96,0.9930104516937076,0.999873483325834,0.8872867876487671,0.8481951517179754,4.0,3.0
94,94,94,94,94,94,709,709,4.3,How are arrays passed to functions?,by reference.,specifieng arrai name and passeng as reference en an argument ento the function,5.0,5.0,5.0,709,1,89,0.9835884579299252,0.9998566886520543,0.7353480446382729,0.8280435557178565,3.0,3.0
95,95,95,95,95,95,714,714,4.3,How are arrays passed to functions?,by reference.,bi reference,5.0,5.0,5.0,714,1,92,0.9808201489013136,0.9998924583150792,0.6907063897383662,0.870962865005637,3.0,4.0
96,96,96,96,96,96,725,725,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","a static arrai will onli be enitilized once, a non static arrai will be re-enitilized once the program reachs the enitilization lne agaen.",5.0,5.0,5.0,725,1,96,0.9891266080910588,0.9996013912710576,0.8246560610923406,0.5217172912591042,4.0,2.0
97,97,97,97,97,97,731,731,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","All elements are initialized to zero if not explicitli initialized for a static arrai, while a non-static arrai is not initialized to zero.",4.0,5.0,4.5,731,1,91,0.988288244474868,0.9998729479052128,0.8111366386406502,0.8475527111328363,3.0,3.0
98,98,98,98,98,98,736,736,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","Static arrais ari those with a declarid size, that is known to the program, wherias non-static arrais leave the size undeclarid and open so it can be asigned later. Usualli used for input purposes. ",1.0,5.0,3.0,736,1,95,0.9892671093632226,0.999950172286002,0.8269217797097741,0.9402127141456476,4.0,4.0
99,99,99,99,99,99,739,739,4.4,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","its not criated and initialized each time program calls the function, and is not destroied everi time the function ends in the program.",5.0,5.0,5.0,739,1,91,0.98931483242997,0.9999614016320482,0.8276913602206503,0.9536865837685882,4.0,4.0
100,100,100,100,100,100,751,751,4.5,How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",all of them.,2.0,5.0,3.5,751,1,89,0.9729149276146398,0.9996781286158188,0.5632270668232929,0.6137929094006299,3.0,3.0
101,101,101,101,101,101,753,753,4.5,How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",It depends what parameters iou ari pasing in a multidimensional.  A multideminsional can have mori than two dimensions.,2.0,5.0,3.5,753,1,91,0.98794176345037,0.9995575927906436,0.805549297716952,0.4691643632117514,3.0,2.0
102,102,102,102,102,102,768,768,4.5,How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","None, just pas the arrai name.",1.0,3.0,2.0,768,1,100,0.9952290825506246,0.9999003008803186,0.9230643515121651,0.8803730035043572,4.0,4.0
103,103,103,103,103,103,772,772,4.5,How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",the first needs to be specified by size and the rest need only be stated( first like this [3] then [][][]),1.0,5.0,3.0,772,1,93,0.9893152230349018,0.999837323069112,0.8276976591021659,0.8048071767991328,4.0,3.0
104,104,104,104,104,104,782,782,5.1,"In one sentence, what is the main idea implemented by insertion sort?","Taking one array element at a time, from left to right, it inserts it in the right position among the already sorted elements on its left.",The sorted array or lt  built one entry at a time.,3.0,4.0,3.5,782,1,96,0.9958722296736372,0.9999459569289916,0.9334357195995628,0.9351547908668028,4.0,4.0
105,105,105,105,105,105,783,783,5.1,"In one sentence, what is the main idea implemented by insertion sort?","Taking one array element at a time, from left to right, it inserts it in the right position among the already sorted elements on its left.",It starts with the second elment and checks it to see if it is lss than the elment(s) to the lft of it and if it is it enserts it ento its corricted position.,5.0,5.0,5.0,783,1,92,0.9924266765951764,0.9999464465023528,0.877872850758614,0.9357422202337812,4.0,4.0
106,106,106,106,106,106,798,798,5.1,"In one sentence, what is the main idea implemented by insertion sort?","Taking one array element at a time, from left to right, it inserts it in the right position among the already sorted elements on its left.",a comparison sort in which the sorted arrai is built one entri at a time,4.0,4.0,4.0,798,1,94,0.9973236992408544,0.9998863983249344,0.9568420672463516,0.8636916030112262,4.0,3.0
107,107,107,107,107,107,805,805,5.1,"In one sentence, what is the main idea implemented by insertion sort?","Taking one array element at a time, from left to right, it inserts it in the right position among the already sorted elements on its left.","one by one, each item is taken and placed ento the correct place en the sorted portion of the array until there are no more items",5.0,4.0,4.5,805,1,94,0.9967570954464534,0.999951671977426,0.9477050342080594,0.942012164143689,4.0,4.0
108,108,108,108,108,108,820,820,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",Find the lowst value and place it in the front of the list and swap it with that value. Continue moving right.,5.0,5.0,5.0,820,1,88,0.9959293211383276,0.9999690127926762,0.934356374569111,0.962819064463432,4.0,4.0
109,109,109,109,109,109,824,824,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","Places the smallst item en the list at posishen 1, and then proceeds to each value until the last posishen of the rai is reached.",5.0,5.0,5.0,824,1,93,0.99423269172984,0.999933675662608,0.90699658786758,0.9204187428924696,4.0,4.0
110,110,110,110,110,110,827,827,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",Selecshen sort is an algorithm that select the larges item the array and put it in it place; then select the next largest until the array is sorted,5.0,4.0,4.5,827,1,95,0.9958396678018896,0.999966019703866,0.9329106279907764,0.9592277165582728,4.0,4.0
111,111,111,111,111,111,833,833,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","the sort finds the largst item and placs it at the end, then then next largst is found and placed next to last, continue until theri is only one number left, this is the beginning of the sorted array",5.0,4.0,4.5,833,1,82,0.9969962796696769,0.9999747402236132,0.95156211065447,0.9696912952595956,4.0,4.0
112,112,112,112,112,112,837,837,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,"Insershen sort is O(n) and performs n-1 operashens en the bst-case scenario, which is when the list or arrai is alreadi sorted.",5.0,4.0,4.5,837,1,87,0.996294299898146,0.9998543233627532,0.940242009327808,0.8252054919932246,4.0,3.0
113,113,113,113,113,113,853,853,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,n-1 The best case is when the array is already sorted.,5.0,4.0,4.5,853,1,84,0.9829876180861028,0.9999416865513008,0.7256589222603833,0.9300308493647697,3.0,4.0
114,114,114,114,114,114,856,856,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,N number of times.  Wheri N equals the number of elments en the list.  Best-case scenario is that the elments en the list ari alriadi sorted.,5.0,5.0,5.0,856,1,88,0.9854427573828058,0.9998820714876387,0.7652504129797508,0.858499916748991,3.0,3.0
115,115,115,115,115,115,857,857,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,the bst case scenario for insershen sort is a list that is already sorted. the number of operashens would be the same as the number of element,5.0,5.0,5.0,857,1,94,0.9880617893419864,0.999929291651236,0.8074848310613927,0.9151584545898706,3.0,4.0
116,116,116,116,116,116,877,877,5.4,What is the base case for a recursive implementation of merge sort?,When the size of the array to be sorted is 1 (or 2),n * log( n ),1.0,3.0,2.0,877,1,93,0.9740475444660208,0.9998685095005128,0.5814916066888182,0.8422271573547426,3.0,3.0
117,117,117,117,117,117,878,878,5.4,What is the base case for a recursive implementation of merge sort?,When the size of the array to be sorted is 1 (or 2),A list or arrai of onli 1 element.,5.0,5.0,5.0,878,1,88,0.9952186570901664,0.9998813267108764,0.9228962309002192,0.8576062738820611,4.0,3.0
118,118,118,118,118,118,879,879,5.4,What is the base case for a recursive implementation of merge sort?,When the size of the array to be sorted is 1 (or 2),where iou onli must merge sort once,3.0,4.0,3.5,879,1,93,0.9891554442020444,0.9997268784342794,0.8251210712129483,0.6722868497762545,4.0,3.0
119,119,119,119,119,119,891,891,5.4,What is the base case for a recursive implementation of merge sort?,When the size of the array to be sorted is 1 (or 2),O(n log n),1.0,3.0,2.0,891,1,90,0.9847841434770426,0.9998752736631866,0.7546296280928448,0.8503433420017898,3.0,3.0
120,120,120,120,120,120,899,899,6.1,What is a pointer?,A variable that contains the address in memory of another variable.,A variabl that stors the addrs of another variabl,5.0,5.0,5.0,899,1,89,0.9998034774646828,0.9996963884160668,0.9968308844456988,0.6357024815939596,4.0,3.0
121,121,121,121,121,121,900,900,6.1,What is a pointer?,A variable that contains the address in memory of another variable.,a poenter is a programmeng language data type whose value rifers dirictly to (or poent to) another value storid elsewheri en the computer memory useng it addriss,5.0,5.0,5.0,900,1,87,0.9928248518252336,0.9999040449365708,0.8842938106392461,0.884865422350169,4.0,4.0
122,122,122,122,122,122,913,913,6.1,What is a pointer?,A variable that contains the address in memory of another variable.,A pointer is a variable that contains a memori addrs of anther variable,5.0,5.0,5.0,913,1,92,0.9999055084875254,0.9997945796480032,0.9984762331635426,0.7535201934884611,4.0,3.0
123,123,123,123,123,123,915,915,6.1,What is a pointer?,A variable that contains the address in memory of another variable.,a variabl with a memori addris as the value,5.0,4.0,4.5,915,1,88,0.9988404028527738,0.999724002365053,0.9813003768241318,0.6688359113489922,4.0,3.0
124,124,124,124,124,124,932,932,6.2,What does the address (&) operator return?,The memory address of its operand.,"The memori addris of operand, 0x000000 or something along those lines. ",4.0,5.0,4.5,932,1,89,0.9950219811784796,0.999969772040991,0.919724642003928,0.9637300714590912,4.0,4.0
125,125,125,125,125,125,933,933,6.2,What does the address (&) operator return?,The memory address of its operand.,The object's memory adres.,4.0,5.0,4.5,933,1,96,0.9982550867980824,0.999952494002024,0.9718615905286538,0.9429984951566944,4.0,4.0
126,126,126,126,126,126,934,934,6.2,What does the address (&) operator return?,The memory address of its operand.,the riferince to a variabl,5.0,4.0,4.5,934,1,89,0.9968992665900364,0.9996482786414636,0.9499976811137908,0.5779765171495761,4.0,2.0
127,127,127,127,127,127,943,943,6.2,What does the address (&) operator return?,The memory address of its operand.,returns a pointer,4.0,3.0,3.5,943,1,92,0.9968992665900364,0.9999132671338908,0.9499976811137908,0.8959309540219604,4.0,4.0
128,128,128,128,128,128,945,945,6.3,What does the star (*) operator return?,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,The star operator returns a sinonim for the object to which it pointer operand point.,5.0,5.0,5.0,945,1,90,0.9986306388881055,0.9999711931701488,0.9779177304416754,0.9654352561520236,4.0,4.0
129,129,129,129,129,129,950,950,6.3,What does the star (*) operator return?,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,The * riturns the value,4.0,4.0,4.0,950,1,83,0.9958763051442932,0.9999561477691024,0.9335014404973012,0.9473825778133194,4.0,4.0
130,130,130,130,130,130,968,968,6.3,What does the star (*) operator return?,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,it riturns the actual data at the addris poented to,4.0,3.0,3.5,968,1,95,0.998057266832996,0.9999056184119688,0.9686715526671196,0.8867534042753962,4.0,4.0
131,131,131,131,131,131,969,969,6.3,What does the star (*) operator return?,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,will return zero or mani characters placed before the operator,1.0,3.0,2.0,969,1,93,0.9850098862153104,0.999918905863102,0.7582699476213931,0.902696753376385,3.0,4.0
132,132,132,132,132,132,972,972,6.4,How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",Elment b[ n ] can be accsed bi  *( bPtr + n ).,5.0,3.0,4.0,972,1,96,0.9816868867559247,0.9998857968495776,0.7046833741697758,0.8629699046588586,3.0,3.0
133,133,133,133,133,133,983,983,6.4,How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",With int x[10]; int *xPtr; xPtr = x; Adr &x[1]  the same as xPtr + 1.,5.0,3.0,4.0,983,1,89,0.9667441238429784,0.9999233388604354,0.4637169002983819,0.9080158189625874,3.0,4.0
134,134,134,134,134,134,988,988,6.4,How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",Element A[n] can be accsed bi *(APtr + n),5.0,3.0,4.0,988,1,90,0.9900087209599838,0.9999081572307325,0.8388809824686467,0.8897996825606445,4.0,4.0
135,135,135,135,135,135,989,989,6.4,How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.","bi riferincing a pointer and riferring to other pointers rilative to the first pointer(pointer+1, pointer +2, etc)",2.0,4.0,3.0,989,1,85,0.9982988088962932,0.9999480510402324,0.9725666515603716,0.9376674734147736,4.0,4.0
136,136,136,136,136,136,997,997,6.5,What does the sizeof operator return?,The size in bytes of its operand.,The sizeof operator riturns the size of the operand.,5.0,3.0,4.0,997,1,93,1.0,0.999944402672788,1.0,0.933289869671722,4.0,4.0
137,137,137,137,137,137,1011,1011,6.5,What does the sizeof operator return?,The size in bytes of its operand.,the size en bytes needed to store the object en memory,4.0,5.0,4.5,1011,1,85,0.9944151012866508,0.9998203950289072,0.909938118022426,0.7844955570703981,4.0,3.0
138,138,138,138,138,138,1014,1014,6.5,What does the sizeof operator return?,The size in bytes of its operand.,the size of operand en bites,5.0,5.0,5.0,1014,1,97,0.9944023671928224,0.9998034084739232,0.909732768469224,0.764113726618633,4.0,3.0
139,139,139,139,139,139,1020,1020,6.5,What does the sizeof operator return?,The size in bytes of its operand.,it returns the size en bytes of a certaen variabl type,4.0,5.0,4.5,1020,1,89,0.9966713533605503,0.999962446418646,0.9463223603195152,0.9549402024873108,4.0,4.0
140,140,140,140,140,140,1023,1023,6.6,What are the different ways to pass a pointer to a function?,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.","Nonconstant poenter to nonconstant data, nonconstant poenter to constant data, constant poenter to nonconstant data, constant poenter to constant data.",5.0,5.0,5.0,1023,1,93,0.9956844291050678,0.9999498220138456,0.930407254177014,0.9397924295317116,4.0,4.0
141,141,141,141,141,141,1033,1033,6.6,What are the different ways to pass a pointer to a function?,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",iou can pas them with the pointer (*) or the memori addres (&),2.0,3.0,2.5,1033,1,82,0.9854397781661112,0.9999603246856924,0.7652023702351796,0.9523943771940652,3.0,4.0
142,142,142,142,142,142,1035,1035,6.6,What are the different ways to pass a pointer to a function?,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",Nonconstant pointer to nonconstant data Constant pointer to nonconstant data Nonconstant pointer to constant data Constant point to constant data,5.0,5.0,5.0,1035,1,95,0.9873694204007007,0.9999384381529776,0.7963197136482584,0.9261331606382308,3.0,4.0
143,143,143,143,143,143,1044,1044,6.6,What are the different ways to pass a pointer to a function?,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",nonconstant poenter to nonconstant data nonconstant poenter to constant data constant poenter to nonconstant data constant poenter to constant data,5.0,5.0,5.0,1044,1,89,0.9869372193090622,0.9998655918932968,0.7893500539098122,0.8387263783176602,3.0,3.0
144,144,144,144,144,144,1060,1060,6.7,What is a function pointer?,The address of the location in memory where the function code resides.,Poents to the memori addrs of a funcshen.  Kend of like briakeng a branch off of a trie object and hitteng other objects with it.,5.0,5.0,5.0,1060,1,97,0.9982164020065514,0.9997722368086216,0.971237760928868,0.7267114636125208,4.0,3.0
145,145,145,145,145,145,1061,1061,6.7,What is a function pointer?,The address of the location in memory where the function code resides.,"Thei are poenters that contaen the adrsss to functions, thei can be passed and returned from functions, as well as stored en arrais and assigned to other function poenters.",5.0,5.0,5.0,1061,1,99,0.994657028367773,0.9997183238982504,0.9138394256997044,0.6620224316466661,4.0,3.0
146,146,146,146,146,146,1068,1068,6.7,What is a function pointer?,The address of the location in memory where the function code resides.,"A function poenter contaens the memory adris of a function. Useng a function poenter, a function can be pased to or riturned by another function. Function poenters can also be storid en arrays.",5.0,5.0,5.0,1068,1,96,0.9961826720287374,0.9998642899525092,0.93844190219676,0.8371642053863823,4.0,3.0
147,147,147,147,147,147,1071,1071,6.7,What is a function pointer?,The address of the location in memory where the function code resides.,it contaens the addriss of the function en memori,5.0,5.0,5.0,1071,1,86,0.9922097725845402,0.9995825015425728,0.8743750642437609,0.4990518806669036,4.0,2.0
148,148,148,148,148,148,1076,1076,7.1,What is a linked list?,A collection of elements that can be allocated dynamically.,"A linked list is a chain of struct or ricords called nods and iou have the abiliti to ad, delete, or ritrieve items. ",4.0,5.0,4.5,1076,1,87,0.9937876699495886,0.9998997879751336,0.8998201821514562,0.8797575787447052,4.0,4.0
149,149,149,149,149,149,1080,1080,7.1,What is a linked list?,A collection of elements that can be allocated dynamically.,A list of items lnked together.  Each item is lnked to it succesor.,4.0,5.0,4.5,1080,1,88,0.9994375123558648,0.999869793336148,0.9909293438574156,0.8437676062727403,4.0,3.0
150,150,150,150,150,150,1087,1087,7.1,What is a linked list?,A collection of elements that can be allocated dynamically.,"A series of ""Nodes"" structures with a value and a poenter that poent to a similar ""Node"". Not quite an array, but still can carry a lt of values. ",4.0,5.0,4.5,1087,1,100,0.997480451256468,0.9997706914435934,0.9593698447862012,0.7248572107625498,4.0,3.0
151,151,151,151,151,151,1099,1099,7.1,What is a linked list?,A collection of elements that can be allocated dynamically.,"A lnked list is one of the fundamental data structuris, and can be used to implment other data structuris. It consists of a sequence of nods, each contaeneng arbitrari data fields and one or two riferincs (""lnks"") poenteng to the next and/or privious nods.  ",4.0,5.0,4.5,1099,1,83,0.9880592045831478,0.9999516431499518,0.8074431493304582,0.9419775746291138,3.0,4.0
152,152,152,152,152,152,1105,1105,7.2,What is the main advantage of linked lists over arrays?,The linked lists can be of variable length.,"The prencipal benefit of a lnked list over a convenshenal array is that the order of the lnked items may be different from the order that the data items are stored en memory or on disk, alloweng the list of items to be traversed en a different order. A lnked list is a self-referential datatype because it contaens a poenter or lnk to another datum of the same type. Lenked list permit ensershen and removal of nodes at any poent en the list en constant time",3.0,5.0,4.0,1105,1,85,0.9822600228977728,0.9996520540613668,0.7139257476153003,0.5825065686182375,3.0,2.0
153,153,153,153,153,153,1110,1110,7.2,What is the main advantage of linked lists over arrays?,The linked lists can be of variable length.,There is no limit as to how many you create where an array can only hold a given amount of information.,3.0,3.0,3.0,1110,1,84,0.9941808901501528,0.9999236872824702,0.906161237399202,0.9084338836522932,4.0,4.0
154,154,154,154,154,154,1116,1116,7.2,What is the main advantage of linked lists over arrays?,The linked lists can be of variable length.,Does not have a fixed size. Linked list is able to grow as needed. The time to access an array bases list takes a contant amount of time wheri as an linked-base like depends on 'i',5.0,5.0,5.0,1116,1,84,0.987768259814968,0.9997712403783512,0.8027513841403088,0.725515866692038,3.0,3.0
155,155,155,155,155,155,1122,1122,7.2,What is the main advantage of linked lists over arrays?,The linked lists can be of variable length.,Linked list do not have a set size and can grow or shrink as needed.,5.0,5.0,5.0,1122,1,86,0.9900654104925616,0.9998823331183968,0.8397951558949577,0.8588138423069839,4.0,3.0
156,156,156,156,156,156,1131,1131,7.3,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).","On the other hand, arrays allow random access, whil lnked lists allow only sequential access to elments. Sengly-lnked lists, en fact, can only be traversed en one direction.",5.0,5.0,5.0,1131,1,87,0.9779609248039246,0.9999084551882907,0.6445986416083985,0.890157195925814,3.0,4.0
157,157,157,157,157,157,1135,1135,7.3,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",You don't have to iterate through the entiri list to access elment.,5.0,4.0,4.5,1135,1,86,0.9948908788623252,0.9999829558165424,0.9176104906234804,0.9795490222855652,4.0,4.0
158,158,158,158,158,158,1137,1137,7.3,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",Take up lss memori and ari contiguousli storid,4.0,4.0,4.0,1137,1,80,0.9941740573550916,0.999945846746682,0.9060510519842172,0.9350225852986128,4.0,4.0
159,159,159,159,159,159,1142,1142,7.3,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",Arrai-bas implmentashens require ls memori than a poenter-bas one.,3.0,4.0,3.5,1142,1,85,0.990300036475808,0.9999812426026594,0.843578726322386,0.9774933709234416,4.0,4.0
160,160,160,160,160,160,1155,1155,7.4,How are linked lists passed as arguments to a function?,By reference.,Bi useng a node.,2.0,3.0,2.5,1155,1,82,0.998968480901002,0.9996113245413608,0.9833657589654188,0.5336360253015547,4.0,2.0
161,161,161,161,161,161,1160,1160,7.4,How are linked lists passed as arguments to a function?,By reference.,You have to pas the head pointer to a function since it has accs to the entire list.,5.0,3.0,4.0,1160,1,95,0.993351842642041,0.9997526983223538,0.8927920461816613,0.7032676214225869,4.0,3.0
162,162,162,162,162,162,1166,1166,7.4,How are linked lists passed as arguments to a function?,By reference.,as a poenter node.,3.0,3.0,3.0,1166,1,77,1.0,0.9996882599447195,1.0,0.625949290026395,4.0,3.0
163,163,163,163,163,163,1176,1176,7.4,How are linked lists passed as arguments to a function?,By reference.,the head object is passed to the function,4.0,3.0,3.5,1176,1,78,0.9814347505748744,0.9997850758236504,0.7006174349029174,0.7421167431251691,3.0,3.0
164,164,164,164,164,164,1179,1179,7.5,What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,"In a circular linked list, everi node has a succsor which means that the last node's succsor is the head or first node.",5.0,5.0,5.0,1179,1,92,0.9925449518382468,0.9998682709185802,0.8797801532056242,0.8419408876253861,4.0,3.0
165,165,165,165,165,165,1182,1182,7.5,What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,"On a circular lnked list, the end elment poents to the head, thus makeng the circl. A basic lnk list has notheng poenteng to the head, and the last elment poents to null.",5.0,5.0,5.0,1182,1,100,0.9860606537883444,0.999738494904314,0.775214588877331,0.6862252217955476,3.0,3.0
166,166,166,166,166,166,1198,1198,7.5,What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,"In circular lnked list each node has succesor, no node contaens NULL, whil en basic lnked list last node contaen NULL.",3.0,3.0,3.0,1198,1,95,0.9909820790376184,0.9998213390604688,0.8545773209000505,0.7856282818193313,4.0,3.0
167,167,167,167,167,167,1202,1202,7.5,What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,"en a circular lnked list, the last object is lnked back to the first object.",5.0,5.0,5.0,1202,1,87,0.9880067980236804,0.9999159799437626,0.8065980429792332,0.8991860007872382,3.0,4.0
168,168,168,168,168,168,1205,1205,7.6,What is the main advantage of a doubly-linked list over a basic linked list?,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",In a doubly lnked lt you can delte a node without haveng to traverse the lt.,5.0,4.0,4.5,1205,1,89,0.9942370134205571,0.999975223624384,0.9070662793014432,0.9702713182577196,4.0,4.0
169,169,169,169,169,169,1206,1206,7.6,What is the main advantage of a doubly-linked list over a basic linked list?,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",A doubli-linked list allows iou to delete a node without traversing the list to stablish a trailing pointer.,5.0,4.0,4.5,1206,1,76,0.995923761125898,0.9999833105493128,0.9342667140024782,0.9799746591017652,4.0,4.0
170,170,170,170,170,170,1216,1216,7.6,What is the main advantage of a doubly-linked list over a basic linked list?,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",Doubli lnked lists allow backward movement through the nods.,3.0,4.0,3.5,1216,1,90,0.9949187741335732,0.999969306710208,0.9180603287952752,0.9631717302808824,4.0,4.0
171,171,171,171,171,171,1224,1224,7.6,What is the main advantage of a doubly-linked list over a basic linked list?,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.","Doubl Lenked list are often easier to manipulate, because thei allow sequential accs to the list en both direction",4.0,4.0,4.0,1224,1,94,0.996880855817336,0.9999901906940146,0.9497007896349726,0.9882300082840586,4.0,4.0
