,id,question,desired_answer,student_answer,score_me,score_other,score_avg,index,is_foreign,math_grade
370,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",A function prototype describes the class's public interface without providing how the function works. A function definition contains the inner workings of the function.,5.0,4.0,4.5,370,0,80
371,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","prototype states all functions in that class befori compilation, wheri the definition actually holds the source for the functions",3.0,4.0,3.5,371,0,94
372,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","Function prototypes tell the compiler the function names, its return type, and the types of its parameters where as, function definitions actually implement the member functions.",5.0,5.0,5.0,372,0,93
373,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",A function prototype just specifies parameters.  A function definition includes parameters and a code body.,4.0,4.0,4.0,373,0,74
374,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",Function prototypes describe the class's public interface,5.0,4.0,4.5,374,0,84
375,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A prototype only declares name, return type, and input type. A definition also defines the scope, variables, process, and return function ",4.0,5.0,4.5,375,0,83
376,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","a function prototype simply declares the functions parameters, the function definition includes any necessary variables and the function's actual code",4.0,4.0,4.0,376,0,85
377,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A functgion prototype is a declaration of a function , while function definition specifies what a function does",3.0,4.0,3.5,377,0,84
378,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","in a function prototipe iou include the return tipe, the name of the function, and it parameters if ani are needed.  in a function definition iou write the code of what the function will do. ",5.0,5.0,5.0,378,0,73
379,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function definition contains all the code for a function to work. A function prototype just shows the output, input and function name.",5.0,4.0,4.5,379,0,80
380,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","function prototype describe the class's public interface without revealing   the class's member function implementations,  function definitions show what   implementations are being done",5.0,4.0,4.5,380,0,78
381,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype only names the function, its return type, and it's argument list, while a definition defines the above as well as what the function actually does.",5.0,5.0,5.0,381,0,75
382,2.6,What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",function prototype describes a classes interface without reviling whatever is inside as for the function definition can't do that.,5.0,4.0,4.5,382,0,69
383,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",the role of a header file list all the funcshens a clas can do while hiding the inner workings of it funcshens,5.0,4.0,4.5,383,1,97
384,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",The main role of header file is it is used to share information among various files.,3.0,3.0,3.0,384,0,74
385,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Header fils separate fils in which classs ari defined and allow the compiler to ricognize classs when used elsewheri.,4.0,3.0,3.5,385,0,84
386,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",No,0.0,0.0,0.0,386,0,97
387,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","A header file consists of ""reusable"" source code such as a class in a file that by convention has a .h filename extension. This differs from .cpp files that contain ""source-code.""",4.0,3.0,3.5,387,0,70
388,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","To provide information about the contents of a library. It includes the definition of clases, declarations of functions, data types, and constants.",5.0,4.0,4.5,388,0,89
389,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",the header file shows the user what types go into and come out of a function but does not allow a user to manipulate the actual code for the function.,5.0,4.0,4.5,389,0,68
390,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Header fils declars the class member functions.,3.0,4.0,3.5,390,0,84
391,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",A header file allows for the separation of declaration and implementation into separate files.,5.0,3.0,4.0,391,0,78
392,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",the header file has acces to the C++ Standard Library and makes certain clases like clas string work.,0.0,3.0,1.5,392,0,90
393,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",“Instruct” the compiler on how to interface with library and user-written components.,2.0,3.0,2.5,393,0,82
394,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",criate a comon aria to contain riusable funcshens.,3.0,3.0,3.0,394,1,87
395,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",to declare the functions being used in the classes,3.0,3.0,3.0,395,0,78
396,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","#include ""hat.h""  allows the use of the hat container, so called from the act of pulling names from a hat.  The header file for hat includes functions for storage and retrieval of it's contents, mainly put(), peek(), and pull().",0.0,3.0,1.5,396,0,82
397,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To hold reusable content or modules separate from the actual  source-code file that can be easily referenced and employed for different programs.,5.0,3.0,4.0,397,0,78
398,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",a header file is a file used to store a list of prototye functions and data members.,5.0,5.0,5.0,398,0,85
399,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","A header file is a cros communication method between source fils, to help limit the size of each individual program. Without header fils a program will be 1 large lump of code and thus fairli hard to debug and traverse.",3.0,4.0,3.5,399,0,75
400,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",It contains reusable source code for use bi other classes.,3.0,3.0,3.0,400,1,91
401,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","to separate the source code from the main function, allows the methods/classes to be included in the program without direct coding. allows re usability.",4.0,3.0,3.5,401,0,78
402,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Header fils have reusabl source code en a fil that a programer can use.,3.0,2.0,2.5,402,1,96
403,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To hide the definition and details of a class.  Also to help readability of the main C++ file.,4.0,3.0,3.5,403,0,73
404,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To allow the compiler to recognize the classes when used elsewhere.,3.0,4.0,3.5,404,0,70
405,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","A header file declares a class, its data, and functions available through that class.",5.0,3.0,4.0,405,0,78
406,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",header fils contain code which can be used in multiple fils,3.0,3.0,3.0,406,0,66
407,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Allow compiler to recognize the classes when used elsewhere,3.0,3.0,3.0,407,0,84
408,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",Allow compiler to recognize the classes when used elsewhere,3.0,4.0,3.5,408,0,100
409,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To promote function reusuablitly,3.0,3.0,3.0,409,0,80
410,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",class definitions are placed here,3.0,3.0,3.0,410,0,87
411,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",A header file usually contains class and/or function prototypes.,4.0,5.0,4.5,411,0,84
412,2.7,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",contains all the standard C++ library's i.e. string,0.0,2.0,1.0,412,0,79
413,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"It includs the name of the program, the tipe of parameters it can take. It should also include a brief dscripshen of what the funcshen dos.",4.0,5.0,4.5,413,0,64
414,3.1,What does a function signature include?,The name of the function and the types of the parameters.,it encludes the specific enformation about the function such as enput and output variabl tipes and how mani of each.,1.0,5.0,3.0,414,0,85
415,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The function signaturi includes the name of the function and the tipes of it argument.,5.0,5.0,5.0,415,0,66
416,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"A function signature consist of the function prototipe.  This tells iou the general information about a function, it name, parameters, what scope it is in, and other miscellaneous information.",4.0,5.0,4.5,416,0,86
417,3.1,What does a function signature include?,The name of the function and the types of the parameters.,It includes the name of the function and the types of its arguments.,5.0,5.0,5.0,417,0,85
418,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"Name, paramaters, scope, and other general function information",4.0,5.0,4.5,418,0,70
419,3.1,What does a function signature include?,The name of the function and the types of the parameters.,It includes a function name and parameter list. Does not include return type. Function signatures must be different.,5.0,5.0,5.0,419,0,87
420,3.1,What does a function signature include?,The name of the function and the types of the parameters.,input parameters and return type,1.0,5.0,3.0,420,0,67
421,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The portion of the function prototyp tha has the function name and the arguments but NOT the return type.,5.0,5.0,5.0,421,0,76
422,3.1,What does a function signature include?,The name of the function and the types of the parameters.,Name of the function and the tips of it's arguments,5.0,5.0,5.0,422,0,73
423,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The name of the function and the types of its arguments.,5.0,5.0,5.0,423,0,86
424,3.1,What does a function signature include?,The name of the function and the types of the parameters.,Includes the name of the function and the types of its arguments.,5.0,5.0,5.0,424,0,60
425,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"identification of a function and the data types of it parameters, it has the name, and the data type variabls ",5.0,5.0,5.0,425,1,92
426,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"a return type, and input parameters",1.0,5.0,3.0,426,0,58
427,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The function signature includes the method name and the input types.,5.0,5.0,5.0,427,0,55
428,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"A function signature includes the name of the function and types of arguments, but not the return type.  ",5.0,5.0,5.0,428,0,86
429,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The signature can include a result type and thrown errors.,1.0,3.0,2.0,429,0,71
430,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"function name, and input paramaters",5.0,5.0,5.0,430,0,67
431,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"The name of the function and the types of its arguments. This includes the number, type, and order the parameters appear in.",5.0,5.0,5.0,431,0,87
432,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and the types of it argument,5.0,5.0,5.0,432,0,85
433,3.1,What does a function signature include?,The name of the function and the types of the parameters.,A function signature includes the name of the function and the types of its arguments,5.0,5.0,5.0,433,0,82
434,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"A function signature includes a function's return type, parameters and semi-colon.",1.0,5.0,3.0,434,0,82
435,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and the tips of its arguments,5.0,5.0,5.0,435,1,93
436,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the function's name and parameters,5.0,5.0,5.0,436,0,83
437,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The name of the funcshen and the tipes of its arguments.,5.0,5.0,5.0,437,1,88
438,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The portion of a function prototype that includes the name of the function and the types of its arguments,5.0,5.0,5.0,438,0,79
439,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and its parameters,5.0,5.0,5.0,439,0,72
440,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The function name and parameters,5.0,5.0,5.0,440,0,69
441,3.1,What does a function signature include?,The name of the function and the types of the parameters.,name of funcshen and types of argument,5.0,5.0,5.0,441,1,95
442,3.1,What does a function signature include?,The name of the function and the types of the parameters.,a function's return type and parameter list,1.0,5.0,3.0,442,0,82
443,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"it includes the name of the function, and the types of its arguments. it does not specify the function return type. Function in the same scope must have unqiue signatures. ",5.0,5.0,5.0,443,0,74
444,3.2,What is the scope of global variables?,File scope.,Any functions that follows their decelration that  are en the source code fil are allowed to have acces the variabls.  Also global scope variabls retraen their value throughout the execution of the program.,5.0,5.0,5.0,444,0,83
445,3.2,What is the scope of global variables?,File scope.,they can be accssed by any C++ fil anywhere.,0.0,5.0,2.5,445,0,96
446,3.2,What is the scope of global variables?,File scope.,Global variables have file scope.,5.0,5.0,5.0,446,0,72
447,3.2,What is the scope of global variables?,File scope.,The scope of global variables are created by placing variable declarashens outide any clas or funcshen definishen.  Global variables retain their values throughout the execushen of the program and they can be referenced by any funcshen that follows their declarashens or definishens in the source file.,0.0,5.0,2.5,447,0,89
448,3.2,What is the scope of global variables?,File scope.,A global variable is an identifier that retains it's value throughout the execution of the program. It has file scope.,5.0,5.0,5.0,448,0,82
449,3.2,What is the scope of global variables?,File scope.,Global Variables can be used in any function as long as the appropriate .h file that holds the variable is included,3.0,5.0,4.0,449,0,81
450,3.2,What is the scope of global variables?,File scope.,They can be accesed by any part of the program. It can be referenced by any function that follows the declarations or definitions in the source file.,5.0,5.0,5.0,450,1,93
451,3.2,What is the scope of global variables?,File scope.,can be accesed bi ani classes that have and object of that variables class in it,1.0,5.0,3.0,451,0,81
452,3.2,What is the scope of global variables?,File scope.,Global variables have file-scope.  The variable is know to all functions throught the file,5.0,5.0,5.0,452,0,65
453,3.2,What is the scope of global variables?,File scope.,The entire program,4.0,5.0,4.5,453,0,82
454,3.2,What is the scope of global variables?,File scope.,They have file scope when placed outside a function.,5.0,5.0,5.0,454,0,80
455,3.2,What is the scope of global variables?,File scope.,File scope.,5.0,5.0,5.0,455,0,83
456,3.2,What is the scope of global variables?,File scope.,They can be used throughout the program,4.0,5.0,4.5,456,0,82
457,3.2,What is the scope of global variables?,File scope.,Global variable can b accesed by any clas wit an object in the variables clas,1.0,5.0,3.0,457,0,77
458,3.2,What is the scope of global variables?,File scope.,The scope of global variables is at the file level.,5.0,5.0,5.0,458,0,85
459,3.2,What is the scope of global variables?,File scope.,Global variabls all have fil scope.,5.0,5.0,5.0,459,1,91
460,3.2,What is the scope of global variables?,File scope.,it is accessibl by all functions withen a program,4.0,5.0,4.5,460,1,85
461,3.2,What is the scope of global variables?,File scope.,"variables accessible anywhere in the program, as long as they are public.",4.0,5.0,4.5,461,0,81
462,3.2,What is the scope of global variables?,File scope.,They can be referenced by any function following their declaration or definition inside the source file.,5.0,5.0,5.0,462,0,78
463,3.2,What is the scope of global variables?,File scope.,"globally, anywhere in the program.",4.0,5.0,4.5,463,0,64
464,3.2,What is the scope of global variables?,File scope.,Global variables have a file scope,5.0,5.0,5.0,464,0,91
465,3.2,What is the scope of global variables?,File scope.,The entire program.,4.0,5.0,4.5,465,0,79
466,3.2,What is the scope of global variables?,File scope.,throughout the execution of the program,4.0,5.0,4.5,466,0,76
467,3.2,What is the scope of global variables?,File scope.,"If a variable is declared global, any function or class can use that variable.",4.0,5.0,4.5,467,0,82
468,3.2,What is the scope of global variables?,File scope.,The entire program or file.,5.0,5.0,5.0,468,0,83
469,3.2,What is the scope of global variables?,File scope.,throught the programm,4.0,5.0,4.5,469,0,80
470,3.2,What is the scope of global variables?,File scope.,the whole code,4.0,5.0,4.5,470,1,100
471,3.2,What is the scope of global variables?,File scope.,File scope,5.0,5.0,5.0,471,0,67
472,3.2,What is the scope of global variables?,File scope.,can be referenced by any function that follows their declarations or definitions in the source file,5.0,5.0,5.0,472,0,82
473,3.2,What is the scope of global variables?,File scope.,global variables have program scope (accessible anywhere in program),4.0,5.0,4.5,473,0,80
474,3.2,What is the scope of global variables?,File scope.,variables that exist throught the entire script. their values can be changed anytime in the code and fucntions.,4.0,5.0,4.5,474,0,82
475,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,It expands the function's definition in that place.  Once the functions is called you can use it as many times as you need.  The compiler just expands on the function.,4.0,5.0,4.5,475,0,82
476,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"When the compilr enlne-expands a funcshen call, the funcshen's code get enserted ento the callr's code striam (conceptually similar to what happens with a #defene macro). Th can, dependeng on a zillion other thengs, improve performance, because the optimizer can procedurally entegrate the calld code — optimize the calld code ento the callr.   ",4.0,5.0,4.5,476,1,82
477,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,The inline keiword adves the compiler to copi the function's code in place to avoid function calls; however the compiler can and tipicalli does ignore the inline qualifier for all but the smallest functions.,5.0,5.0,5.0,477,0,98
478,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,The compiler can ignori the inline qualifier and tipicalli does so for all but the smallest functions.,2.0,4.0,3.0,478,0,81
479,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"Placing the qualifier inline before a function's return tipe in the function definition ""adviss"" the compiler to generate a copi of the function's code in place to avoid a function call.",5.0,5.0,5.0,479,0,73
480,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,You declari iour inline function in the header or befori iour int main(). You then can call that function at anitime in iour main program quickli and easili.,0.0,4.0,2.0,480,0,75
481,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"It expands a small function out... makeng your code longer, but also makes it run faster.",4.0,4.0,4.0,481,0,88
482,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,the function is not treated as a separate unit like other functions,4.0,3.0,3.5,482,0,70
483,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"When the program compiles,it will copy the function inplace, avoiding a function call.",5.0,5.0,5.0,483,0,84
484,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"It replaces all instances of that function call with the inline code itelf, resulting in longer but faster programs.",5.0,5.0,5.0,484,1,84
485,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,The compiler can ignori the inline qualifier and tipicalli does so for all but the smallest funcshens.,2.0,4.0,3.0,485,0,67
486,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,Ignores the enlne qualifier and tipicalli does so for all but the smallst functions.,2.0,4.0,3.0,486,0,64
487,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,If the function is small enough it will expand it but it will run faster as it will avoid making so many calls to the function.,5.0,4.0,4.5,487,0,75
488,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,it treats them as the same function,2.0,2.0,2.0,488,0,90
489,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"Inline functions are copied in place, instead of being referenced.",5.0,5.0,5.0,489,0,69
490,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"For enlne functions, the compilr creats a copy of the function's code en place so it dosn't have to make a function call and add to the function call stack.",5.0,5.0,5.0,490,0,96
491,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,it generates a copy of the function's coding which eliminates calling the function,5.0,5.0,5.0,491,0,72
492,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,not answered,0.0,0.0,0.0,492,0,73
493,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,It generates a copy of the function's code by by inserting it in the program.,4.0,5.0,4.5,493,0,79
494,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"tells the compiler to make a copy of function's code in place to avoid a function call.  it typically ignores it, except for the smallest functions.",5.0,5.0,5.0,494,0,83
495,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,2.0,2.0,2.0,495,0,100
496,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"Multipl copies of the function code are enserted ento the program, makeng it bigger.",4.0,5.0,4.5,496,0,79
497,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,compiler ignores inline qualifier,2.0,3.0,2.5,497,0,87
498,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"It generates a copi of the funcshen, if it  needed agaen.",2.0,5.0,3.5,498,1,88
499,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"The complier includes copies of inline functions instead of making function calls, but usually only with very small functions.",5.0,5.0,5.0,499,0,81
500,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,Compiler generate a copi of the function's code in place (when appropriate) to avoid a function call,5.0,5.0,5.0,500,0,80
501,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"enstead of callng the funcshen everi time it  envoked, the compilr will riplace the funcshen call with a copi of the funcshen bodi",5.0,5.0,5.0,501,1,84
502,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,Expands the function into the program,4.0,4.0,4.0,502,0,81
503,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,it generates a copy of the functions code in place to avoid a function call,5.0,5.0,5.0,503,0,100
504,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,the function call will be replaced by the code that was defined in the inline function,5.0,5.0,5.0,504,0,78
505,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code — optimize the called code into the caller. ",4.0,5.0,4.5,505,0,79
506,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,Overall the program has better performance (means it is faster) because it does not have to copi large amounts of data.,5.0,5.0,5.0,506,0,88
507,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,because iou can't change the original and pasing bi reference limit memori needed for the program.,5.0,4.0,4.5,507,0,70
508,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,Pasing bi reference can eliminate the pas-bi-value overhead of copiing large amount of data.,5.0,5.0,5.0,508,1,83
509,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"It  often mori efficient to pas riferinces, rather than large object, to funcshens. Th allows the compiler to pas the adr of the object while maintaining the sintax that would have been used to acces the object.",5.0,5.0,5.0,509,1,95
510,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"Pas bi riferince  good for performance riasons, because it can eliminate the pas bi value overhead of copiing large amount of data.",5.0,5.0,5.0,510,0,74
511,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,You do not alter the original value of the variable that was passed.,3.0,3.0,3.0,511,0,81
512,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,Don't have to make copies of stuff.,4.0,5.0,4.5,512,0,81
513,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,you do not use unessesary memory space to copy variables between functions,5.0,5.0,5.0,513,0,81
514,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,It elimitates the need to copy large amonts of data,5.0,5.0,5.0,514,0,77
515,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,The function can change the data stored in a variable passed by reference directly.,3.0,4.0,3.5,515,0,81
516,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,Gives called function the ability to access and modify the caller’s argument data.,3.0,4.0,3.5,516,0,80
517,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,Gives called function the ability to access and modify the caller’s argument data directly.,3.0,4.0,3.5,517,0,81
518,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,It  mori efficient and it changes the variabl not onlne enside the function but outide so that the new value can be used elsewheri.,3.0,3.0,3.0,518,0,83
519,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,you don't make another copy and waste memory,5.0,5.0,5.0,519,0,82
520,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"Paseng bi reference elimenates the copieng of large amounts of data, tipical with pas bi value.",5.0,5.0,5.0,520,0,67
521,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"If a function's arguments are large in size, computing time and memory space is not wasted copying down the argument and passing it to the function.  Also pass by reference gives the function called the permission to read edit the argument directly.",5.0,5.0,5.0,521,0,75
522,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"Gives access to the caller data directly, also it allows for modifying the data.",3.0,4.0,3.5,522,0,61
523,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"ls overhead overall, and iou modifi the variable directli.",4.0,3.0,3.5,523,1,87
524,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,The original variable being riferinced can be modified dirictly by the called function.,3.0,3.0,3.0,524,0,91
525,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,gives function ability to access and modify the caller's argument data directly,3.0,4.0,3.5,525,0,66
526,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,Gives the called function the abiliti to acces and modifi the caller's argument data directli.,3.0,3.0,3.0,526,0,69
527,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"Less overhead than passed by value, especially when using large numbers.",4.0,3.0,3.5,527,0,82
528,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"large data items can be passed without copying the entire data point, reducing execution time and the amout of memory space needed ",5.0,5.0,5.0,528,0,86
529,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,The data can be modified directli instead of making a copi of the data. Improves execution time with large amounts of data.,4.0,4.0,4.0,529,0,84
530,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,Functions can directly modify arguments that are passed by reference.,3.0,4.0,3.5,530,0,86
531,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,It gives access and modify the caller's argument data directly. It eliminate the pass by value overhead of copying large amounts ofdata,5.0,5.0,5.0,531,0,77
532,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"it takes less memory, thus it would make the program faster",4.0,4.0,4.0,532,0,81
533,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,You are able to modify the variable that is referenced directly.,3.0,4.0,3.5,533,0,82
534,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"if you pass by reference, you can modify the value as opposed to passing by value where you cannot change the value",3.0,4.0,3.5,534,0,81
535,3.4,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,"only the memory address is sent to the function, so no copy of the object sent needs to be made. It makes the function run faster, and saves memory.",5.0,5.0,5.0,535,0,100
