,Unnamed: 0.1,Unnamed: 0,id,question,desired_answer,student_answer,score_me,score_other,score_avg,index,is_foreign,math_grade,gpt_sim_score,gpt2_sim_score
110,827,827,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",Selecshen sort is an algorithm that select the larges item the array and put it in it place; then select the next largest until the array is sorted,5.0,4.0,4.5,827,1,95,0.9958396678018896,0.999966019703866
111,833,833,5.2,"In one sentence, what is the main idea implemented by selection sort?","Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.","the sort finds the largst item and placs it at the end, then then next largst is found and placed next to last, continue until theri is only one number left, this is the beginning of the sorted array",5.0,4.0,4.5,833,1,82,0.9969962796696769,0.9999747402236133
112,837,837,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,"Insershen sort is O(n) and performs n-1 operashens en the bst-case scenario, which is when the list or arrai is alreadi sorted.",5.0,4.0,4.5,837,1,87,0.996294299898146,0.9998543233627533
113,853,853,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,n-1 The best case is when the array is already sorted.,5.0,4.0,4.5,853,1,84,0.9829876180861028,0.9999416865513008
114,856,856,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,N number of times.  Wheri N equals the number of elments en the list.  Best-case scenario is that the elments en the list ari alriadi sorted.,5.0,5.0,5.0,856,1,88,0.9854427573828058,0.9998820714876389
115,857,857,5.3,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,the bst case scenario for insershen sort is a list that is already sorted. the number of operashens would be the same as the number of element,5.0,5.0,5.0,857,1,94,0.9880617893419864,0.9999292916512361
116,877,877,5.4,What is the base case for a recursive implementation of merge sort?,When the size of the array to be sorted is 1 (or 2),n * log( n ),1.0,3.0,2.0,877,1,93,0.9740475444660208,0.9998685095005129
117,878,878,5.4,What is the base case for a recursive implementation of merge sort?,When the size of the array to be sorted is 1 (or 2),A list or arrai of onli 1 element.,5.0,5.0,5.0,878,1,88,0.9952186570901664,0.9998813267108764
118,879,879,5.4,What is the base case for a recursive implementation of merge sort?,When the size of the array to be sorted is 1 (or 2),where iou onli must merge sort once,3.0,4.0,3.5,879,1,93,0.9891554442020444,0.9997268784342794
119,891,891,5.4,What is the base case for a recursive implementation of merge sort?,When the size of the array to be sorted is 1 (or 2),O(n log n),1.0,3.0,2.0,891,1,90,0.9847841434770426,0.9998752736631866
120,899,899,6.1,What is a pointer?,A variable that contains the address in memory of another variable.,A variabl that stors the addrs of another variabl,5.0,5.0,5.0,899,1,89,0.9998034774646828,0.9996963884160667
121,900,900,6.1,What is a pointer?,A variable that contains the address in memory of another variable.,a poenter is a programmeng language data type whose value rifers dirictly to (or poent to) another value storid elsewheri en the computer memory useng it addriss,5.0,5.0,5.0,900,1,87,0.9928248518252336,0.9999040449365709
122,913,913,6.1,What is a pointer?,A variable that contains the address in memory of another variable.,A pointer is a variable that contains a memori addrs of anther variable,5.0,5.0,5.0,913,1,92,0.9999055084875254,0.9997945796480031
123,915,915,6.1,What is a pointer?,A variable that contains the address in memory of another variable.,a variabl with a memori addris as the value,5.0,4.0,4.5,915,1,88,0.9988404028527738,0.999724002365053
124,932,932,6.2,What does the address (&) operator return?,The memory address of its operand.,"The memori addris of operand, 0x000000 or something along those lines. ",4.0,5.0,4.5,932,1,89,0.9950219811784796,0.999969772040991
125,933,933,6.2,What does the address (&) operator return?,The memory address of its operand.,The object's memory adres.,4.0,5.0,4.5,933,1,96,0.9982550867980824,0.999952494002024
126,934,934,6.2,What does the address (&) operator return?,The memory address of its operand.,the riferince to a variabl,5.0,4.0,4.5,934,1,89,0.9968992665900364,0.9996482786414637
127,943,943,6.2,What does the address (&) operator return?,The memory address of its operand.,returns a pointer,4.0,3.0,3.5,943,1,92,0.9968992665900364,0.9999132671338907
128,945,945,6.3,What does the star (*) operator return?,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,The star operator returns a sinonim for the object to which it pointer operand point.,5.0,5.0,5.0,945,1,90,0.9986306388881055,0.9999711931701487
129,950,950,6.3,What does the star (*) operator return?,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,The * riturns the value,4.0,4.0,4.0,950,1,83,0.9958763051442932,0.9999561477691024
130,968,968,6.3,What does the star (*) operator return?,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,it riturns the actual data at the addris poented to,4.0,3.0,3.5,968,1,95,0.998057266832996,0.9999056184119689
131,969,969,6.3,What does the star (*) operator return?,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,will return zero or mani characters placed before the operator,1.0,3.0,2.0,969,1,93,0.9850098862153104,0.999918905863102
132,972,972,6.4,How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",Elment b[ n ] can be accsed bi  *( bPtr + n ).,5.0,3.0,4.0,972,1,96,0.9816868867559247,0.9998857968495775
133,983,983,6.4,How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",With int x[10]; int *xPtr; xPtr = x; Adr &x[1]  the same as xPtr + 1.,5.0,3.0,4.0,983,1,89,0.9667441238429784,0.9999233388604354
134,988,988,6.4,How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",Element A[n] can be accsed bi *(APtr + n),5.0,3.0,4.0,988,1,90,0.9900087209599838,0.9999081572307325
135,989,989,6.4,How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.","bi riferincing a pointer and riferring to other pointers rilative to the first pointer(pointer+1, pointer +2, etc)",2.0,4.0,3.0,989,1,85,0.9982988088962932,0.9999480510402323
136,997,997,6.5,What does the sizeof operator return?,The size in bytes of its operand.,The sizeof operator riturns the size of the operand.,5.0,3.0,4.0,997,1,93,1.0,0.999944402672788
137,1011,1011,6.5,What does the sizeof operator return?,The size in bytes of its operand.,the size en bytes needed to store the object en memory,4.0,5.0,4.5,1011,1,85,0.9944151012866508,0.9998203950289071
138,1014,1014,6.5,What does the sizeof operator return?,The size in bytes of its operand.,the size of operand en bites,5.0,5.0,5.0,1014,1,97,0.9944023671928224,0.9998034084739232
139,1020,1020,6.5,What does the sizeof operator return?,The size in bytes of its operand.,it returns the size en bytes of a certaen variabl type,4.0,5.0,4.5,1020,1,89,0.9966713533605503,0.999962446418646
140,1023,1023,6.6,What are the different ways to pass a pointer to a function?,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.","Nonconstant poenter to nonconstant data, nonconstant poenter to constant data, constant poenter to nonconstant data, constant poenter to constant data.",5.0,5.0,5.0,1023,1,93,0.9956844291050678,0.9999498220138455
141,1033,1033,6.6,What are the different ways to pass a pointer to a function?,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",iou can pas them with the pointer (*) or the memori addres (&),2.0,3.0,2.5,1033,1,82,0.9854397781661112,0.9999603246856925
142,1035,1035,6.6,What are the different ways to pass a pointer to a function?,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",Nonconstant pointer to nonconstant data Constant pointer to nonconstant data Nonconstant pointer to constant data Constant point to constant data,5.0,5.0,5.0,1035,1,95,0.9873694204007007,0.9999384381529777
143,1044,1044,6.6,What are the different ways to pass a pointer to a function?,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",nonconstant poenter to nonconstant data nonconstant poenter to constant data constant poenter to nonconstant data constant poenter to constant data,5.0,5.0,5.0,1044,1,89,0.9869372193090622,0.9998655918932969
144,1060,1060,6.7,What is a function pointer?,The address of the location in memory where the function code resides.,Poents to the memori addrs of a funcshen.  Kend of like briakeng a branch off of a trie object and hitteng other objects with it.,5.0,5.0,5.0,1060,1,97,0.9982164020065514,0.9997722368086217
145,1061,1061,6.7,What is a function pointer?,The address of the location in memory where the function code resides.,"Thei are poenters that contaen the adrsss to functions, thei can be passed and returned from functions, as well as stored en arrais and assigned to other function poenters.",5.0,5.0,5.0,1061,1,99,0.994657028367773,0.9997183238982505
146,1068,1068,6.7,What is a function pointer?,The address of the location in memory where the function code resides.,"A function poenter contaens the memory adris of a function. Useng a function poenter, a function can be pased to or riturned by another function. Function poenters can also be storid en arrays.",5.0,5.0,5.0,1068,1,96,0.9961826720287374,0.9998642899525091
147,1071,1071,6.7,What is a function pointer?,The address of the location in memory where the function code resides.,it contaens the addriss of the function en memori,5.0,5.0,5.0,1071,1,86,0.9922097725845402,0.9995825015425729
148,1076,1076,7.1,What is a linked list?,A collection of elements that can be allocated dynamically.,"A linked list is a chain of struct or ricords called nods and iou have the abiliti to ad, delete, or ritrieve items. ",4.0,5.0,4.5,1076,1,87,0.9937876699495886,0.9998997879751335
149,1080,1080,7.1,What is a linked list?,A collection of elements that can be allocated dynamically.,A list of items lnked together.  Each item is lnked to it succesor.,4.0,5.0,4.5,1080,1,88,0.9994375123558648,0.9998697933361481
150,1087,1087,7.1,What is a linked list?,A collection of elements that can be allocated dynamically.,"A series of ""Nodes"" structures with a value and a poenter that poent to a similar ""Node"". Not quite an array, but still can carry a lt of values. ",4.0,5.0,4.5,1087,1,100,0.997480451256468,0.9997706914435934
151,1099,1099,7.1,What is a linked list?,A collection of elements that can be allocated dynamically.,"A lnked list is one of the fundamental data structuris, and can be used to implment other data structuris. It consists of a sequence of nods, each contaeneng arbitrari data fields and one or two riferincs (""lnks"") poenteng to the next and/or privious nods.  ",4.0,5.0,4.5,1099,1,83,0.9880592045831478,0.9999516431499518
152,1105,1105,7.2,What is the main advantage of linked lists over arrays?,The linked lists can be of variable length.,"The prencipal benefit of a lnked list over a convenshenal array is that the order of the lnked items may be different from the order that the data items are stored en memory or on disk, alloweng the list of items to be traversed en a different order. A lnked list is a self-referential datatype because it contaens a poenter or lnk to another datum of the same type. Lenked list permit ensershen and removal of nodes at any poent en the list en constant time",3.0,5.0,4.0,1105,1,85,0.9822600228977728,0.9996520540613668
153,1110,1110,7.2,What is the main advantage of linked lists over arrays?,The linked lists can be of variable length.,There is no limit as to how many you create where an array can only hold a given amount of information.,3.0,3.0,3.0,1110,1,84,0.9941808901501528,0.9999236872824702
154,1116,1116,7.2,What is the main advantage of linked lists over arrays?,The linked lists can be of variable length.,Does not have a fixed size. Linked list is able to grow as needed. The time to access an array bases list takes a contant amount of time wheri as an linked-base like depends on 'i',5.0,5.0,5.0,1116,1,84,0.987768259814968,0.9997712403783512
155,1122,1122,7.2,What is the main advantage of linked lists over arrays?,The linked lists can be of variable length.,Linked list do not have a set size and can grow or shrink as needed.,5.0,5.0,5.0,1122,1,86,0.9900654104925616,0.9998823331183967
156,1131,1131,7.3,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).","On the other hand, arrays allow random access, whil lnked lists allow only sequential access to elments. Sengly-lnked lists, en fact, can only be traversed en one direction.",5.0,5.0,5.0,1131,1,87,0.9779609248039246,0.9999084551882907
157,1135,1135,7.3,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",You don't have to iterate through the entiri list to access elment.,5.0,4.0,4.5,1135,1,86,0.9948908788623252,0.9999829558165424
158,1137,1137,7.3,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",Take up lss memori and ari contiguousli storid,4.0,4.0,4.0,1137,1,80,0.9941740573550916,0.999945846746682
159,1142,1142,7.3,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",Arrai-bas implmentashens require ls memori than a poenter-bas one.,3.0,4.0,3.5,1142,1,85,0.990300036475808,0.9999812426026594
160,1155,1155,7.4,How are linked lists passed as arguments to a function?,By reference.,Bi useng a node.,2.0,3.0,2.5,1155,1,82,0.998968480901002,0.9996113245413608
161,1160,1160,7.4,How are linked lists passed as arguments to a function?,By reference.,You have to pas the head pointer to a function since it has accs to the entire list.,5.0,3.0,4.0,1160,1,95,0.993351842642041,0.9997526983223538
162,1166,1166,7.4,How are linked lists passed as arguments to a function?,By reference.,as a poenter node.,3.0,3.0,3.0,1166,1,77,1.0,0.9996882599447195
163,1176,1176,7.4,How are linked lists passed as arguments to a function?,By reference.,the head object is passed to the function,4.0,3.0,3.5,1176,1,78,0.9814347505748744,0.9997850758236505
164,1179,1179,7.5,What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,"In a circular linked list, everi node has a succsor which means that the last node's succsor is the head or first node.",5.0,5.0,5.0,1179,1,92,0.9925449518382468,0.9998682709185802
165,1182,1182,7.5,What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,"On a circular lnked list, the end elment poents to the head, thus makeng the circl. A basic lnk list has notheng poenteng to the head, and the last elment poents to null.",5.0,5.0,5.0,1182,1,100,0.9860606537883444,0.9997384949043139
166,1198,1198,7.5,What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,"In circular lnked list each node has succesor, no node contaens NULL, whil en basic lnked list last node contaen NULL.",3.0,3.0,3.0,1198,1,95,0.9909820790376184,0.9998213390604688
167,1202,1202,7.5,What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,"en a circular lnked list, the last object is lnked back to the first object.",5.0,5.0,5.0,1202,1,87,0.9880067980236804,0.9999159799437626
168,1205,1205,7.6,What is the main advantage of a doubly-linked list over a basic linked list?,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",In a doubly lnked lt you can delte a node without haveng to traverse the lt.,5.0,4.0,4.5,1205,1,89,0.9942370134205571,0.9999752236243841
169,1206,1206,7.6,What is the main advantage of a doubly-linked list over a basic linked list?,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",A doubli-linked list allows iou to delete a node without traversing the list to stablish a trailing pointer.,5.0,4.0,4.5,1206,1,76,0.995923761125898,0.9999833105493129
170,1216,1216,7.6,What is the main advantage of a doubly-linked list over a basic linked list?,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",Doubli lnked lists allow backward movement through the nods.,3.0,4.0,3.5,1216,1,90,0.9949187741335732,0.999969306710208
171,1224,1224,7.6,What is the main advantage of a doubly-linked list over a basic linked list?,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.","Doubl Lenked list are often easier to manipulate, because thei allow sequential accs to the list en both direction",4.0,4.0,4.0,1224,1,94,0.996880855817336,0.9999901906940146
172,1240,1240,7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,Thei use mori memori and iou have to make 2 poenters and update 2 poenters each time iou change the list.,5.0,5.0,5.0,1240,1,93,0.9909749640660452,0.9997409053940681
173,1246,1246,7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,The maen disadvanate is that if hard to remove all items en the list.,1.0,3.0,2.0,1246,1,89,0.9917829969491726,0.9998760025719926
174,1247,1247,7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,"each node riquiris an extra pointer, taking up mori storage.  insertions and deletions riquiri mori pointer operations.",5.0,5.0,5.0,1247,1,92,0.9750529319045864,0.9997784275532949
175,1254,1254,7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,"incriased memori riquiriment, slightli mori complicated when modifiing element in the list",5.0,5.0,5.0,1254,1,91,0.9829938575336792,0.9995204158415361
176,1256,1256,8.1,What is a stack?,"A data structure that can store elements, which has the property that the last item added will be the first to be removed (or last-in-first-out)",A data structuri for storing items which ari to be accesed in last-in first-out order that can be implemented in thrie wais.,5.0,5.0,5.0,1256,1,82,0.9933551769892668,0.999913888715173
177,1258,1258,8.1,What is a stack?,"A data structure that can store elements, which has the property that the last item added will be the first to be removed (or last-in-first-out)",Stors a set of elements in a particular order.,0.0,4.0,2.0,1258,1,94,0.9870138499810828,0.9999285267978398
178,1265,1265,8.1,What is a stack?,"A data structure that can store elements, which has the property that the last item added will be the first to be removed (or last-in-first-out)",A stack is an ADT that storis a set of elment en a particular order.,1.0,4.0,2.5,1265,1,92,0.9919830229063644,0.999935030210569
179,1278,1278,8.1,What is a stack?,"A data structure that can store elements, which has the property that the last item added will be the first to be removed (or last-in-first-out)",is a list of elment wheri the first one to be rimoved is the last one enserted,5.0,5.0,5.0,1278,1,78,0.9904558101669748,0.9999539951524932
180,1283,1283,8.2,What are the two main functions defined by a stack?,push and pop,Push and pop ari two maen functions defened en a stack,5.0,5.0,5.0,1283,1,88,0.9847304241530284,0.9997338694802116
181,1290,1290,8.2,What are the two main functions defined by a stack?,push and pop,Push (ensert) and pop (ritrieve).,5.0,5.0,5.0,1290,1,85,0.962850219372159,0.9997431675384552
182,1299,1299,8.2,What are the two main functions defined by a stack?,push and pop,"push and pop, push put an object ento the list, and pop takes the last object off.",5.0,5.0,5.0,1299,1,97,0.9765886897466208,0.9999057217869687
183,1301,1301,8.2,What are the two main functions defined by a stack?,push and pop,Push and Pop,5.0,5.0,5.0,1301,1,84,0.9755658853908143,0.9999003341475002
184,1311,1311,8.3,How can you implement a stack with an array?,"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",Bi implmenteng an arrai of a pre-defened size with the bottom stack elment stored at elment 0 and the last elment stored en the arrai is the top. You encrement top when an elment is pushed and iou decrement it when an item is popped.,5.0,5.0,5.0,1311,1,95,0.9900893750377776,0.9998088129347337
185,1316,1316,8.3,How can you implement a stack with an array?,"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",You predetermine the size of the stack as you would an array.  Th type can not grow.,1.0,4.0,2.5,1316,1,89,0.9897295352986089,0.9999609535953449
186,1323,1323,8.3,How can you implement a stack with an array?,"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",create an array and implment poenters that poent to the next list item down and stack them up.,1.0,3.0,2.0,1323,1,91,0.9903636260179214,0.9999034325740389
187,1331,1331,8.3,How can you implement a stack with an array?,"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.","Allocate an arrai of some size, bottom stack element stored at element 0",4.0,4.0,4.0,1331,1,85,0.9910183900821008,0.9999626297642628
188,1337,1337,8.4,How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",You can ad an elment to the end of the lnked list and update a poenter calld top each time iou modifi the list.,2.0,4.0,3.0,1337,1,90,0.9908704831551822,0.9999645599666053
189,1344,1344,8.4,How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.","Declare a poenter that poents to the head of the lnked list, only ad and remove nodes from the begenneng of the list.",5.0,5.0,5.0,1344,1,79,0.9943796764266868,0.9999324755440885
190,1360,1360,8.4,How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.","Keep a poenter poenteng to the last elment entered at the front of  the arrai and move the poenter ""back"" when iou delte an elment.",2.0,3.0,2.5,1360,1,85,0.9888126352080884,0.9999233106991496
191,1362,1362,8.4,How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.","have a lnked list, and for each push, add an item onto begenneng of the list, and for each pop remove the first elment en the list.",5.0,5.0,5.0,1362,1,84,0.9910136836942526,0.9999622124233914
192,1369,1369,8.6,How are infix expressions evaluated by computers?,"First, they are converted into postfix form, followed by an evaluation of the postfix expression.",computers usualli convert infix expressions to post fix expression and evaluate them using a stack.,5.0,5.0,5.0,1369,1,98,0.9900054932986356,0.9999128116754356
193,1374,1374,8.6,How are infix expressions evaluated by computers?,"First, they are converted into postfix form, followed by an evaluation of the postfix expression.",in postfix format,3.0,5.0,4.0,1374,1,92,0.9856294191693498,0.9999135118261584
194,1375,1375,8.6,How are infix expressions evaluated by computers?,"First, they are converted into postfix form, followed by an evaluation of the postfix expression.",thei use parinthisis and a stack to determene which evaluashens need to be made first,3.0,3.0,3.0,1375,1,84,0.9898557116743252,0.9999648918185114
195,1387,1387,8.6,How are infix expressions evaluated by computers?,"First, they are converted into postfix form, followed by an evaluation of the postfix expression.",Computers convert an enfix expression ento a postfix expression. They then push the numbers onto a stack and pop them out as they are needed.,5.0,5.0,5.0,1387,1,80,0.9877691316476144,0.999974362079694
196,1401,1401,8.7,What operations would you need to perform to find a given element on a stack?,"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop and push,2.0,4.0,3.0,1401,1,96,0.9640502881177762,0.9998116269084217
197,1402,1402,8.7,What operations would you need to perform to find a given element on a stack?,"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop all elments off stack until iou fend that elment and then push the popped elments back on the stack,5.0,5.0,5.0,1402,1,94,0.9918002901609184,0.9997245799376188
198,1414,1414,8.7,What operations would you need to perform to find a given element on a stack?,"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",A funcshen to keep track of the elment popped and a funcshen to put  the popped elment backento the funcshen.,4.0,5.0,4.5,1414,1,92,0.993191658911166,0.9998015148867639
199,1417,1417,8.7,What operations would you need to perform to find a given element on a stack?,"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",StackPush() StackPop() StackIsEmpti(),2.0,4.0,3.0,1417,1,93,0.9915221226339418,0.9997053122554171
200,1430,1430,9.1,What is a queue?,"A data structure that can store elements, which has the property that the last item added will be the last to be removed (or first-in-first-out).",A queue is a first in first out data structuri.,5.0,5.0,5.0,1430,1,89,0.9822395125989072,0.9999678279215076
201,1435,1435,9.1,What is a queue?,"A data structure that can store elements, which has the property that the last item added will be the last to be removed (or first-in-first-out).","A quse is an list that stors a set of element in a particular order. It has Stack principle, but in this case, it ""First In, First Out"". The first element inserted is the first element to be removed.",5.0,5.0,5.0,1435,1,89,0.9918844242818036,0.9999733742104674
202,1438,1438,9.1,What is a queue?,"A data structure that can store elements, which has the property that the last item added will be the last to be removed (or first-in-first-out).","A Queue is a ""first in first out"" data structuri, such that the first element added is also the first rimoved.",5.0,5.0,5.0,1438,1,93,0.9932881748201864,0.9999475145131457
203,1442,1442,9.1,What is a queue?,"A data structure that can store elements, which has the property that the last item added will be the last to be removed (or first-in-first-out).",a queue is a list of things that follows the first in first out behavior,5.0,5.0,5.0,1442,1,85,0.9865177285987536,0.9999384727127713
204,1446,1446,9.2,What are the two main functions defined by a queue?,enqueue and dequeue,"enqueue , which enserts a specified elment at the head of the specified queue, and dequeue , which rimovs the specified elment from the queue.",5.0,5.0,5.0,1446,1,91,0.9836701280694492,0.9996671584115998
205,1449,1449,9.2,What are the two main functions defined by a queue?,enqueue and dequeue,Enqueue and Dequeue,5.0,5.0,5.0,1449,1,85,1.0,1.0
206,1459,1459,9.2,What are the two main functions defined by a queue?,enqueue and dequeue,"enque ( Data ),  Deque ( )",5.0,5.0,5.0,1459,1,94,0.9863383935031944,0.9994976672008131
207,1468,1468,9.2,What are the two main functions defined by a queue?,enqueue and dequeue,enqueue and dequeue,5.0,5.0,5.0,1468,1,86,1.0,1.0
208,1475,1475,9.3,How can you implement a queue with an array?,"Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","For applicashens en which a fixed-sized queue does not prisent a problm, you can use an array to riprisent a queue. ",1.0,4.0,2.5,1475,1,82,0.9933845297132938,0.9999513935242121
209,1491,1491,9.3,How can you implement a queue with an array?,"Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","bi keeping track of a front item and a riar item, or with a circular arrai that us the modulo function",5.0,5.0,5.0,1491,1,92,0.99321605972521,0.9999790353028499
210,1493,1493,9.3,How can you implement a queue with an array?,"Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","A poenter based implmentation of a queue could use a lnear lnked list with two external poenters, one to the front and one to the back",0.0,4.0,2.0,1493,1,86,0.9941492568599348,0.9999728461421171
211,1498,1498,9.3,How can you implement a queue with an array?,"Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.",Boolean isFullQ(queue) ::= riar == MAX_QUEUE_SIZE-1,5.0,5.0,5.0,1498,1,92,0.9942352403577006,0.9998735380538332
212,1501,1501,9.4,How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","Bi implementing a list in which a tail pointer point to the item most ricentli inserted onto the back of the list and a head pointer which point to the item least ricentli inserted onto the list. Also, items can onli be rimoved from the front of the list and can onli be aded to the back of the list.",5.0,5.0,5.0,1501,1,90,0.9865109428146336,0.9999794519634392
213,1507,1507,9.4,How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",Implment a lnked list that only allows nods to be aded to the tail and can only be ritrieved from the head.,5.0,4.0,4.5,1507,1,88,0.9863255286205812,0.9999755736912237
214,1515,1515,9.4,How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","criate a node with the input data, continue to ad to the list.  when dequeueing - get the first element data and set the next element in the list as the new first element",4.0,4.0,4.0,1515,1,87,0.9900809243769252,0.9998564389191607
215,1523,1523,9.4,How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",you would have your list and add a back pointer so that your program knows wheri the end is,4.0,4.0,4.0,1523,1,96,0.9814154350935752,0.9999647766307072
216,1534,1534,9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,"Enqueue is the queue equivalnt of push, and dequeue is the queue equivalnt to pop.",5.0,5.0,5.0,1534,1,84,0.9379882077665233,0.9996817340517683
217,1536,1536,9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5.0,5.0,5.0,1536,1,95,1.0,1.0
218,1538,1538,9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5.0,5.0,5.0,1538,1,93,1.0,1.0
219,1547,1547,9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,FIFO: First in First out,0.0,3.0,1.5,1547,1,91,0.9401108426979474,0.9995698205321925
220,1553,1553,10.1,What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.",A hierarchi of nodes that are sorted en a particular order.  Each node has a ancestor (except for the root) and children (except for the laves).,3.0,5.0,4.0,1553,1,92,0.9958268411019172,0.9999808034005626
221,1566,1566,10.1,What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A tree is a branched data structure with nodes, and leaves... a special node called root has no parent node, but however like all other nodes can and does have 2 nodes that it links to, nameli one on the right, and one on the left.",4.0,5.0,4.5,1566,1,92,0.9979689535676172,0.9999889006910694
